company_name,address,midc_area,industry_label,business_type,latitude,longitude,phone,website,rating,total_reviews
Krishna Polymers,"Ganesh Nagar Chikhali, Chikhali, Vitthal Nagar, Maharashtra 411062, India",Pimpri,Plastic Manufacturing,Manufacturer,18.6933782,73.8001405,087963 21345,https://www.krishna-polymers.co.in/,5,79
Kritika Distributors,"opposite of Sai Leela, Krushna Colony, Rahatani, Pimpri-Chinchwad, Maharashtra 411017, India",Pimpri,Food Processing,Manufacturer,18.6085181,73.7930868,098582 08888,,5,1
KROHNE MARSHALL PVT. LTD.,"A36/ B14, MIDC Industrial Area H Block, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,IT Services,Manufacturer,18.6383906,73.8048194,020 2744 2020,http://in.krohne.com/,4.2,48
Krushna Fabrication,"Aditya Birla Hospital Marg, Shree Krishna Colony, Shrikrushna Colony, Thergaon, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,General Manufacturing,Manufacturer,18.6196404,73.7703186,083089 61065,,4.8,20
Krystalvision Image Systems Pvt. Ltd.,"MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, Pune, Maharashtra 411019, India",Pimpri,IT Services,Manufacturer,18.6502478,73.8037241,020 4670 3475,http://www.krystalvision.co.in/,4.3,16
KSB Limited,"Old Mumbai - Pune Hwy, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,IT Services,Manufacturer,18.6244123,73.8064772,020 2710 1000,https://www.ksb.com/en-in/contact#!/l/pune/old-mumbai-pune-highway/3183860,4.5,131
Kyoritsu Electric | SMT Line Solutions & PCBA Equipment in Pune,"Unit No. 18 & 19, MSR Capital, Pimpri Waghire, Pimpri-Chinchwad, Haveli, Maharashtra 411018, India",Pimpri,Electronics Manufacturing,Manufacturer,18.6343054,73.8033594,095525 97464,https://kyoritsuelectric.com/,5,2
Lans Info System,"Pawan Nagar, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,IT Services,Manufacturer,18.6336146,73.7793423,098220 82320,http://www.lansinfosystem.com/,4.8,6
Laser Cutting Cnc Bending Sheet Metal Fabrication,"188, Jyotiba Nagar, Talwade, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,General Manufacturing,Manufacturer,18.6822534,73.787486,074477 90603,,5,1
Laxmi Engineering Works,"65/2 D-3, Kalbhor Nagar, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Mechanical Engineering,Manufacturer,18.6508654,73.7941803,020 2747 9252,,4,9
Leomet Alloys Pune,"95, Jyotiba Nagar, Talwade, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6835477,73.7932692,080 4860 2546,http://www.leometalloys.com/,5,1
Linescripts Softwares Pvt. Ltd.,"Office Number 402, Commercial Complex, Five Gardens Rd, Sunshine Villas, Jagtap Dairy, Rahatani, Pune, Pimpri-Chinchwad, Maharashtra 411017, India",Pimpri,IT Services,Manufacturer,18.5957258,73.7842351,089898 22828,https://www.linescripts.com/,5,27
LITIKA ENGINEERING WORKS,"Plot No-17, MIDC Rd, S Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Pimpri,Mechanical Engineering,Manufacturer,18.6270592,73.8394559,095292 77227,,5,2
Logicare Packaging Pvt Ltd,"71/3/4/2, Flats No. C- 303, Datt Nagar, CB, Haveli, Dehu Road, Maharashtra 411070, India",Pimpri,General Manufacturing,Manufacturer,18.6835817,73.8364435,080 4605 6058,http://www.logicarepackaging.com/,5,14
Logistics in Pune,"Nirman Arcade, Off.No.1, 1st Floor, Opp. Nigdi Octroi Naka,, Old Mumbai - Pune Hwy, Nigdi, Pimpri-Chinchwad, Maharashtra 411044, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6657835,73.7702629,080801 42271,,4.8,4
M D Textiles,"C/14/25, Prabhakar Marg, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.6159585,73.8039242,098222 56258,,,
M R Fabrication,"Shop No 20, Sr No 120/1B, Chinchwad, Akurdi, near Tulja Bhawani Mandir, Shivaji Park, Chinchwad, Pimpri-Chinchwad, Pune, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.6642183,73.7996951,,https://www.mrfabindia.com/,5,1
M.A steel fabrication,"Vijay Nagar, Kalewadi, Pune, Pimpri-Chinchwad, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.6228178,73.7911727,076209 06655,,5,1
M.B. Electric & Co.,"Ashok Theater, Office No 101, Mohol Market, Compound, Pimpri Colony, Pune, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.614582,73.804039,020 2741 0491,,4.4,16
M.K Plastic - Plastic bag manufacturer,"255/A, opposite NATIONAL WEIGHT BRIDGE, Jyotiba Nagar, Talwade, Vitthal Nagar, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,Plastic Manufacturing,Manufacturer,18.6894796,73.7903702,080558 13507,,4.8,4
Macpro Precision Co. - Mould and injection moulding components manufacturer in Pune,"Gat no 189, Back side Jyotiba temple, Jyotiba Nagar, Talwade, Pune, Maharashtra 411062, India",Pimpri,Plastic Manufacturing,Manufacturer,18.6841839,73.7878985,083084 03370,http://macprogroup.com/,4.9,15
Magna Plastic Corporation,"94, Jyotiba Nagar, Talwade, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,Plastic Manufacturing,Manufacturer,18.68333,73.7916798,,,3.8,4
MAHADEV SALES,"S.No 42/1 Leelai Park, behind Raghunandan Mangal Karyalaya, Nimbalkar Nagar, Tathawade, Pune, Maharashtra 411033, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6179802,73.760276,,http://www.purvafoods.com/,3.8,5
Maharashtra Electronics Corporation,"B-Zone business spaces Nr. Indian Oil petrol pump, Old Mumbai - Pune Hwy, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Electronics Manufacturing,Manufacturer,18.6332213,73.7993147,083800 77216,https://mymec.in/,4.3,581
Mahasainik Industrial Estate,"Mahasainik Industrial Estate Rd, opp. to Philips company, T Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Pimpri,IT Services,Manufacturer,18.6257945,73.8314533,020 2712 5642,http://mescomsie.in/Pages/Home.aspx,4.4,212
Mahekk Industries,"S-234/59, S Block, MIDC, Industrial Area, Pimpri-Chinchwad, Pune, Maharashtra 411026, India",Pimpri,General Manufacturing,Manufacturer,18.6283295,73.8401882,098507 39039,https://mahekindustries.in/,5,7
Mahesh Surgical & Pharmaceutical,"Shop No-8, D Wing Dawa Bazar, Prestige Classic, Chinchwad M I D C, Chinchwad, Pune, Maharashtra 411019, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.6391722,73.7933171,020 2748 4809,,3.9,10
Mahindra & Mahindra Ltd. Two Wheelers Division,"Kinetic Industry, D-1 Block, Plot No.18/2, H K Firodia Road, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Automobile Manufacturing,Manufacturer,18.6550413,73.7954559,1800 233 8883,http://www.mahindratwowheelers.com/,4.2,249
Mamta Fabric,"shop no 1, gaylard corner, gurukripa niwas, 6/7, C Block, Pimpri Colony, Pune, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.6178967,73.8033195,095611 48164,,4.2,66
Mamta Tools - Manufacturing Unit,"Gate No 189, behind Jyotiba Temple, Jyotiba Nagar, Talwade, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,Mechanical Engineering,Manufacturer,18.6855007,73.788001,091681 18155,https://www.mamtatools.in/,4.6,17
Manar Tools Pvt.Ltd.- Corporate Office - Pune,"T-2, 1004, Kohinoor World Towers, Old Mumbai - Pune Hwy, opposite Empire Estate, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Mechanical Engineering,Manufacturer,18.6347658,73.7992868,090110 01595,https://www.manartools.com/index.html,4.4,31
Manihar Fabrication & Engineering Work,"Dehu - Alandi Rd, Kudalwadi, Chikhali, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,General Manufacturing,Manufacturer,18.6824636,73.8208985,,https://maniharfabrication.website3.me/,4.9,36
MANTHAN,"Shop no 17 to 22 kamla cross road, Old Mumbai - Pune Hwy, opp. pcmc bhavan, Pimpri Colony, Pune, Maharashtra 411018, India",Pimpri,General Manufacturing,Manufacturer,18.6284277,73.8033046,,,4,81
Marvel Automotive Industries,"Plot No 03, Gat No 90, Hari-Om Industrial Estate, Jyotiba Nagar, Talwade, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,Automobile Manufacturing,Manufacturer,18.6854233,73.7899819,077559 55530,,5,7
Masaheb Infotech Pvt Ltd : Total Software/IT Solutions,"Plot no 56 , Sector 4 , Moshi Pradhikaran , Moshi , Pune ., Pune, Maharashtra 411070, India",Pimpri,IT Services,Manufacturer,18.6536372,73.8466621,081492 83270,http://www.masahebinfotech.in/,4.9,35
MATRIX ROBOTICS PVT,"Shop No 30 & 37, Sanghvi Steel Compound, Wing F, Mohan Nagar, MIDC, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.642602,73.7955576,,https://www.matrixrobotics.net/,4.3,36
Mauli Electrician & Electrical Sarvice,"shop no 2, Apo rudra glass, Tambe Niwas Rd, near kautik hotel, Rahatani Gaon, Ram Nagar, Rahatani, Pimpri-Chinchwad, Pune, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.6032688,73.792938,090211 29674,,4.9,287
MaximPlus,"Gat No. 230, near Skoda-Volkswagen Company material Gate, Mahalunge Ingale, Maharashtra 410501, India",Pimpri,General Manufacturing,Manufacturer,18.7538958,73.817103,,http://www.maximpluss.com/,5,4
MaxRelief Pharmaceuticals,"A-2, Sr No 67/3, Pimple Saudagar, Pune, Maharashtra 411027, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.5951368,73.8036334,098819 04457,http://maxreliefpharma.com/,5,3
Maypharm Lifesciences Office Pune,"Office number 437, Solitaire business Hub, opposite Ambience Hotel, Vishnu Dev Nagar, Wakad, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.6009876,73.7753209,090111 50750,https://www.maypharm.com/,5,5
Medimaze Solutions Pvt Ltd,"2nd Floor, Kant Helix, Chinchwad Station Rd, opp. ???? ??????, Dhoka Colony, Deoghar Society, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,IT Services,Manufacturer,18.6342413,73.7878366,096233 00270,https://medimaze.in/,4.7,10
Medinilla Healthcare PVT Ltd,"Sr. No 93, Shantai Corner, Maske Vasti Rd, opp. S B Patil Public School, Mhaske, Ravet, Pune, Pimpri-Chinchwad, Maharashtra 412101, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.6540201,73.7438617,098341 23084,http://medinillahealthcare.com/,4.1,23
Meenakshi Industries - Corrugated / PP Box Manufacturer,"Gat no 174, Meenakshi Industries, Ganesh Nagar Rd, near Talawade, Ganesh Nagar, Sahyog Nagar, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,General Manufacturing,Manufacturer,18.6783755,73.7866265,097668 37745,,5,10
Meraj Textile Dyer,"Kalachandra, behind Vithal Temple, Vithalwadi, Akurdi, Pune, Maharashtra 411035, India",Pimpri,General Manufacturing,Manufacturer,18.6514163,73.7788171,090215 39312,,4.5,11
Metal Craft Fabrication,"Shop no. 2, opp. One Mall, near mukai chowk, Ravet, Pune, Pimpri-Chinchwad, Maharashtra 412101, India",Pimpri,General Manufacturing,Manufacturer,18.6515929,73.7392829,081712 47694,,4,3
Metrolab Automation Pvt. Ltd.,"29/13, D-II Block, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.649014,73.8063179,096654 67137,http://metrolabautomation.com/,4,5
Mihir Enterprises,"Aundh - Ravet BRTS Rd, near Pimpri Chinchwad Municipal Corporation D Ward Office, Jagtap Dairy, Rahatani, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Pimpri,General Manufacturing,Manufacturer,18.5953402,73.7813349,020 2741 3100,http://www.mihirenterprises.co.in/,4.8,24
Mindswift Pharmaceuticals Private Limited,"Office No. 319, Vision One, Tathawade, Pune, Maharashtra 411033, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.6087847,73.7521395,,http://mindswift.co.in/,5,1
Miracle Engineering Pvt. Ltd.,"Plot no. 30/5, near KSB Chowk, D-II Block, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.650399,73.8048163,,http://www.uniquetoolsgroup.com/,4.8,4
Mitsubishi Electric India Pvt. Ltd.,"Site. No. 191 to 192, ICC DEVI GAURAV TECHNOLOGY PARK, Old Mumbai Rd, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,General Manufacturing,Manufacturer,18.6151839,73.8141597,,https://mitsubishielectric.in/,4.8,61
MITTAL TECH-KNOW CNC & CAD CLASSES,"Office 39, Telco Rd, Mohan Nagar, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Mechanical Engineering,Manufacturer,18.6429652,73.797363,090680 73673,https://www.justdial.com/Pune/Mittal-TechKnow-Classes-Chinchwad-Station/020PXX20-XX20-160708110506-K5D8_BZDET,4.9,229
Mogra Engineering,"30/2, Block F-2, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Mechanical Engineering,Manufacturer,18.6511956,73.8237111,093710 34939,http://www.mograengg.com/,4,25
Mohan Plastic Industries,"A-52, 'H' Block, MIDC,, Pimpri, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Plastic Manufacturing,Manufacturer,18.6427814,73.8061819,098220 22927,,3.9,9
Moolchand Mill - PCMC,"Survery no. 35, MIDC Rd, beside supreme restaurant, Morewadi, Finolex chowk, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,General Manufacturing,Manufacturer,18.6306341,73.8025672,072492 92271,http://www.moolchandmill.com/,4.6,19154
Morya Fabrication And Engineering Works,"Chinchwade Nagar, Gurudatta Colony, Akurdi, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,General Manufacturing,Manufacturer,18.6321951,73.7710168,086050 76966,,4.8,42
Mprex Healthcare Pvt. Ltd - Best CRO for Nutraceuticals I Ayurvedic I Herbal,"Office 813, Sai Millenium, Mprex House, 816, Mumbai Pune Bypass Rd Flyover, above Sandeep Hotel, Kate Wasti, Punawale, Dattwadi, Pune, Maharashtra 411033, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.6307428,73.7418002,085549 12644,https://mprex.in/,4.9,201
"MR Trans Logistics - Packers & Movers In Bavdhan,Packers & Movers Punawale,Packers & Movers Kharadi,Packers & Movers In Wakad","Plot No 2/7, Shop no 7, Near Om Medical G Block, MIDC, Shahu Nagar, Chinchwad, Pune, Maharashtra 411018, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6241006,73.8058593,097643 39955,https://www.mrtrans.in/,4.7,102
MUDRA SUGAR INDUSTRIES (INDIA) PVT.LTD.,"+3, Part No. 25, AKURDI INDUSTRIAL ESTATE, Plot No. 3B, D-1 Block, MIDC, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,IT Services,Manufacturer,18.6536548,73.790757,070301 17007,http://mudrasugar.com/,4.9,15
Murli Krishna Pharma Pvt. Ltd.,"D-98, MIDC Ranjangaon, Ranjangaon, Maharashtra 412220, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.7967578,74.2912232,02138 675 613,https://www.murlikrishnapharma.com/,4.2,32
Namoh Collection - Custom t-shirt and corporate gifting,"Shop No 3/4, Sai Shiv Corner, Nehru Nagar Bhosari Rd, Nehru Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,General Manufacturing,Manufacturer,18.6295992,73.820458,099214 65325,https://www.namohcollection.in/,4.7,467
Namrata Electricals & Cable House,"4/817, Talawade Rd, Hanuman Nagar, Chikhali, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,General Manufacturing,Manufacturer,18.6719465,73.7867843,097670 71360,,3.9,71
Nandu Plastics,"Gat No-91, Chikhali Akurdi Rd, near Cng Gas Pump, Borhade Wadi, Moshi, Pune, Maharashtra 411070, India",Pimpri,Plastic Manufacturing,Manufacturer,18.6678245,73.8302831,070309 00942,,4,2
National Electricals & Electronics. Hardweyr,"Shop No. 1, Pragati Icon, C.D.C.,Plot No. 16, 411019, behind ?????? ????, Purnanagar, Chinchwad, Pune, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.662106,73.80801,098504 47817,,3.7,3
National Rexine,"A-5, H Block, Goyal School, 18, IBMR College Rd, opp. C K GOYEL SCHOOL, MIDC, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.6428863,73.801266,070579 81752,http://www.nationalrexine.com/,4.1,222
New Generation Tools,"A-141, H-Block, Pimpri, MIDC, Pimpri Colony, Pune, Maharashtra 411018, India",Pimpri,IT Services,Manufacturer,18.6428213,73.8068289,093267 34057,https://ngtindia.com/,5,18
New Poona Bakery Purnanagar Chinchwad,"Creative Paradise,, Nakshartra Society Chowk,,Purnanagar,, near Sahni Mandir, Chinchwad , Pune, Maharashtra 411019, India",Pimpri,Food Processing,Manufacturer,18.661354,73.807681,088888 03484,,4.4,35
New warehouse,"3, Bhumkar Chowk Rd, Ashok Nagar, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6195797,73.751857,099047 91918,,2.5,2
NIHVA Technologies Pvt. Ltd,"Plot No. 187,1st floor, G block, Thermax Chowk, above Kotak Bank, MIDC, Chinchwad, Pimpri-Chinchwad, Pune, Maharashtra 411019, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6605436,73.7946796,085510 91333,https://nihva.com/,4.4,51
Nimotherm Engineering Private Limited,"Osia Arcade, Nimotherm Engineering Private Limited No. 3, Shahunagar, Chinchwad, Pune, Maharashtra 411019, India",Pimpri,General Manufacturing,Manufacturer,18.6580038,73.8117172,080 4763 6030,http://nimotherm.com/,3.9,15
Nirmal Industries - Shreeja Oil Maker Machine,"WORLD OF MOTHER,C-10, near JAI GANESH VISION, Akurdi, PUNE, Maharashtra 411035, India",Pimpri,Chemical Processing,Manufacturer,18.6482915,73.7847407,098817 39062,https://www.nirmalindustriespune.com/,5,35
NIRMAY Instruments Pvt.ltd,"MQ3W+P7W, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,IT Services,Manufacturer,18.6543535,73.7959353,099228 36415,http://www.nirmayinstruments.com/,4.7,10
Nirmiti Design Engineers Pvt. Ltd.,"Plat no. W16, Block F-2, MIDC, Pimpri Colony, Pune, Maharashtra 411018, India",Pimpri,Mechanical Engineering,Manufacturer,18.6452475,73.8228686,091982 34137,http://www.nirmitiengineers.com/,4.4,54
Nirmiti pharmaceutical pvt Ltd,"Athavan chowk, SMD hospital, Maharashtra 411017, India",Pimpri,Pharmaceutical Manufacturing,Manufacturer,18.6180269,73.7915148,090755 89991,,5,5
NISHA SYSTEM'S Company.,"Office plot no: 101/01, Devi Cooperative Housing Society, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.6185088,73.7995708,095116 98621,https://nishasystems.in.com/,,
NKDM ENGINEERING PVT LTD,"OFFICE NO 218, BRAHMA SKY UZURI, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Mechanical Engineering,Manufacturer,18.6269261,73.804681,,https://www.nepvtltd.com/,,
NoBroker Packers and Movers Dakshata Nagar,"75/2/76, Dakshata Nagar, Rupeenagar, Talwade, Pimpri-Chinchwad, Pune, Maharashtra 412101, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6742649,73.7777977,083066 68725,https://www.nobroker.in/packers-and-movers/dakshata-nagar-pune?utm_source=Google&utm_medium=Maps&utm_campaign=PnM_Local_Listing_Pune_75/2/76_Dakshata_Nagar_Rupee_Nagar_Talawade_Pimpri_Chinchwad_Pune_Maharashtra_411062,5,3
NoBroker Packers and Movers Pimpri- Chinchwad,"418, Ambedkar Vasahat, Dakshata Nagar, Rupeenagar, Talwade, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6730583,73.7811551,083066 68725,https://www.nobroker.in/packers-and-movers/pimpri-chinchwad-pune?utm_source=Google&utm_medium=Maps&utm_campaign=PnM_Local_Listing_Pune_418_Ambedkar_Vasahat_Rupeenagar_Talwade_Pimpri_Chinchwad_Pune_412114,3.7,3
NoBroker Packers and Movers Talwade,"914, near Vaishnavi Cargo Packers And Movers, Rupeenagar, Talwade, Pimpri-Chinchwad, Maharashtra 412101, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6798034,73.7816004,083066 68725,https://www.nobroker.in/packers-and-movers/talwade-pune?utm_source=Google&utm_medium=Maps&utm_campaign=PnM_Local_Listing_Pune_914_near_Vaishnavi_Cargo_Packers_And_Movers_Rupeenagar_Talwade_Pimpri_Chinchwad_Pune_Maharashtra_411062,4.8,184
NoBroker Packers and Movers Vitthal Nagar,"66/B/55, Nair Colony, Newale Wasti, Chikhali, Pimpri-Chinchwad, Vitthal Nagar, Maharashtra 411062, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6713224,73.7978448,083066 68725,https://www.nobroker.in/packers-and-movers/vitthal-nagar-pune?utm_source=Google&utm_medium=Maps&utm_campaign=PnM_Local_Listing_Pune_Newale_Wasti_Chikhali_Vitthal_Nagar_Pimpri_Chinchwad_Pune_411062,5,1
Novel Sewing Machine Technologies,"206 station road, Old Mumbai - Pune Highway,, Ambedkar Chowk, Pimpri, Pune, Maharashtra 411018, India",Pimpri,General Manufacturing,Manufacturer,18.6261775,73.8053079,020 2742 4504,https://www.novelsewingmachines.in/,4.5,622
"Novius Technologies India Pvt.Ltd, MIDC","Block F-2, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,IT Services,Manufacturer,18.6446875,73.8240625,,,5,1
Nutristreak Food Products Private Limited,"Rh. No. 08, SN - 14/16 Limaye Nagar, Dhayari, Pune, Maharashtra 411041, India",Pimpri,Food Processing,Manufacturer,18.4488393,73.8144993,084590 65979,http://www.nutristreak.com/,5,30
Obara India Pvt Ltd,"W-17, Block F-2, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,IT Services,Manufacturer,18.6450422,73.8229442,020 6730 1600,,4.4,65
OBY India IT Solutions,"Sr. No 80/3/3, Adarsh Nagar, Behind Koteshwar Petrol Pump,, Kalewadi, Pimpri, Pune, Maharashtra 411017, India",Pimpri,IT Services,Manufacturer,18.616268,73.786027,096079 46831,http://www.obyindia.com/,3.9,18
Ocean Chemicals,"behind Varun Hotel, Keshav Nagar, Shastri Nagar, Kasarwadi, Pimpri-Chinchwad, Maharashtra 411034, India",Pimpri,Chemical Processing,Manufacturer,18.5972253,73.8245891,097653 93245,https://www.oceanchemicals.co.in/,5,2
ODC Transport Company,"Plot No 15 Ca, Sector No 23, Transport Nagar, Nigdi, Nigdi, Pune, Maharashtra 411044, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6647803,73.7691375,020 2765 4619,https://www.odctransport.in/,4.4,8
OM ENGINEERS,"Gate No. 1446, Om Engineers, Mhetre Wasti Rd, Chikhali, Pune, Maharashtra 411062, India",Pimpri,Chemical Processing,Manufacturer,18.6705669,73.7924955,098227 77368,https://www.omrensolutions.com/,5,35
om rexine Works company,"16, Old Mumbai - Pune Hwy, near Star Bazaar, Kalbhor Nagar, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Automobile Manufacturing,Manufacturer,18.6491001,73.7868998,080 4764 4408,,4,9
Om Sai Fabrication & Steel,"33, Bhumkar Chowk Rd, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,General Manufacturing,Manufacturer,18.6059881,73.7523948,075584 79696,,4.9,102
Om Star Logistics,"Shop No 32 Gurukrupa Complex Goan, Ruston Colony, SKF Colony, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,Logistics & Warehousing,Manufacturer,18.63608,73.7769712,098817 77216,http://omlogistics.co.in/,,
Omkar Engineering Works,"Plot no 3B+3, Akurdi, industrial estate 11, D1 Block, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Mechanical Engineering,Manufacturer,18.6523497,73.7904511,099609 28800,https://www.omkarengineeringworks.com/,3.7,3
Omkar Industries,"No. 17/4, Chinchwad Industrial Estate, Walhekar Wadi Rd, Pune, Maharashtra 411033, India",Pimpri,Chemical Processing,Manufacturer,18.6286077,73.7722205,080 4604 9318,http://omkarindustries.org/,1,1
Omkar Industries,"Gat No.710,Shop No.3,Rode Complex,Bhiravnath Mandian, Kudalwadi, Chikhali, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,General Manufacturing,Manufacturer,18.6747607,73.8174891,096739 95459,,5,1
Orient PCMC Godown,"JQQ8+356, Rajneegandha Society, Sector No. 32, Nigdi, Pimpri-Chinchwad, Maharashtra 411033, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6376608,73.7653922,,,1,1
PALETTE 'N' WHISK,"Krishnanagar Rd, near Ashwini hospital, Krishnanagar Police Line B, Sector No. 20, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Pimpri,Food Processing,Manufacturer,18.6667724,73.7942906,099753 41018,,4.9,245
PARAM ENTERPRISES,"Gat no.165, Talawade Rd, next to Gagangiri Math, Triveni Nagar, Sahyog Nagar, Pune, Pimpri-Chinchwad, Maharashtra 411062, India",Pimpri,General Manufacturing,Manufacturer,18.6707188,73.7861375,075175 16699,http://www.paramenterprises.in/,4.8,30
Party Boyz Manufacturer Of Shirts And Pants,"Shop No 14, Sai Chowk, Shastri Nagar, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411017, India",Pimpri,General Manufacturing,Manufacturer,18.6202087,73.8039358,099210 99009,,3.3,3
Patel Engineering Co.,"Shop No 22, Jai Ganesh Vardhasta, opp. Kamgar Bhavan, Nana Peth, Morewadi, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Mechanical Engineering,Manufacturer,18.6288963,73.8076214,090110 37770,https://www.pecvalves.com/,4.7,45
Pathik Biryani House,"CV Plant, Plot No.25A, 3, adjacent to Tata Motors, Nehru Rd, Block F-2, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Food Processing,Manufacturer,18.6424561,73.8226483,099752 55777,,4.1,7482
PATIL ENTERPRISES,"Swaraj Garden Hind colony, opp. Cristal resto Hut, Sai Nagar Park, Pimple Saudagar, Pimpri-Chinchwad, Maharashtra 411027, India",Pimpri,General Manufacturing,Manufacturer,18.5975829,73.8087645,020 4122 7252,http://www.patilenterprises.in/,5,155
Pawan International Pvt.Ltd,"36/10/86, MIDC, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Pimpri,Logistics & Warehousing,Manufacturer,18.6408235,73.8053368,,,,
